X,Y,month,day,FFMC,DMC,DC,ISI,temp,humidity,wind,rain,area
2.946645636081944,3.635250154699826,aug,sun,91.8,175.1,700.7,13.8,26.8,38,6.3,0.0,0.76
4.981273796443326,4.7634932316330705,aug,sun,91.8,175.1,700.7,13.8,25.7,39,5.4,0.0,0.09
2.0348200396198903,4.594116924848811,aug,wed,92.2,91.6,503.6,9.6,20.7,70,2.2,0.0,0.75
8.328297046180149,6.171480526751814,aug,wed,93.1,157.3,666.7,13.5,28.7,28,2.7,0.0,0.0
3.374277045686125,4.488930761880283,aug,wed,93.1,157.3,666.7,13.5,21.7,40,0.4,0.0,2.47
8.970671273895295,4.745665499979442,aug,wed,93.1,157.3,666.7,13.5,26.8,25,3.1,0.0,0.68
7.445750585079033,4.743675763314735,aug,wed,93.1,157.3,666.7,13.5,24.0,36,3.1,0.0,0.24
4.640060267027272,5.1301757025337915,aug,wed,93.1,157.3,666.7,13.5,22.1,37,3.6,0.0,0.21
7.514435097528972,4.100289898233916,aug,thu,91.9,109.2,565.5,8.0,21.4,38,2.7,0.0,1.52
5.7166848076776615,2.739565880484522,aug,thu,91.6,138.1,621.7,6.3,18.9,41,3.1,0.0,10.34
2.4277067961968717,5.0473829545160696,aug,thu,87.5,77.0,694.8,5.0,22.3,46,4.0,0.0,0.0
8.52323798419755,6.506815086525793,aug,sat,94.2,117.2,581.1,11.0,23.9,41,2.2,0.0,8.02
3.309217683724404,3.405458374172163,aug,sat,94.2,117.2,581.1,11.0,21.4,44,2.7,0.0,0.68
2.8876474928497684,4.011250594410728,aug,sat,91.8,170.9,692.3,13.7,20.6,59,0.9,0.0,0.0
6.203389165764437,3.808450392877251,aug,sat,91.8,170.9,692.3,13.7,23.7,40,1.8,0.0,1.38
1.3895977520443659,4.162471017907306,aug,mon,93.6,97.9,542.0,14.4,28.3,32,4.0,0.0,8.85
2.809321231263289,3.8448367532143526,aug,fri,91.6,112.4,573.0,8.9,11.2,84,7.6,0.0,3.3
2.7822223303964555,3.0250990460231515,aug,fri,91.6,112.4,573.0,8.9,21.4,42,3.1,0.0,4.25
6.335177055369666,3.0491555610896413,aug,fri,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,1.56
3.942871632159341,5.199844160331931,aug,fri,94.3,167.6,684.4,13.0,21.8,53,3.1,0.0,6.54
3.1299537296794298,4.140422602098479,aug,tue,93.7,102.2,550.3,14.6,22.1,54,7.6,0.0,0.79
5.868064548854156,4.724844515017276,aug,tue,94.3,131.7,607.1,22.7,19.4,55,4.0,0.0,0.17
2.3597213201177896,2.635223216380103,aug,tue,92.1,152.6,658.2,14.3,23.7,24,3.1,0.0,0.0
3.2661655066192754,3.871116142738769,aug,tue,92.1,152.6,658.2,14.3,21.0,32,3.1,0.0,0.0
3.730983151144533,4.226356455563583,aug,tue,92.1,152.6,658.2,14.3,19.1,53,2.7,0.0,4.4
1.7752296124265246,1.251886723799343,aug,tue,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,0.52
7.994894699113012,5.8743854686467145,aug,tue,92.1,152.6,658.2,14.3,20.1,58,4.5,0.0,9.27
1.9592421666557536,5.6614694295032475,aug,tue,92.1,152.6,658.2,14.3,20.2,47,4.0,0.0,3.09
4.108729132839432,5.705777643214774,dec,sun,84.4,27.2,353.5,6.8,4.8,57,8.5,0.0,8.98
7.980668608236614,5.7787190745415495,dec,wed,84.0,27.8,354.6,5.3,5.1,61,8.0,0.0,11.19
3.9501734934808317,5.978265028797878,dec,thu,84.6,26.4,352.0,2.0,5.1,61,4.9,0.0,5.38
3.9132440399819726,4.135865825389443,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,17.85
3.085994131729181,3.5749465865705643,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,10.73
5.254712251992611,4.260085535362688,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,22.03
4.377120762427941,4.062904299209442,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,9.77
4.086024671362962,6.702377541208673,dec,fri,84.7,26.7,352.6,4.1,2.2,59,4.9,0.0,9.27
5.9465610315891055,5.117628604500886,dec,tue,85.4,25.4,349.7,2.6,5.1,24,8.5,0.0,24.77
4.912978614890212,3.787176863731296,feb,sun,84.9,27.5,353.5,3.4,4.2,51,4.0,0.0,0.0
2.761775978559643,4.723719005293769,feb,wed,86.9,6.6,18.7,3.2,8.8,35,3.1,0.0,1.1
4.763446115102165,3.698268437526492,feb,fri,85.2,4.9,15.8,6.3,7.5,46,8.0,0.0,24.24
1.9187857044570074,4.983631745602592,jul,sun,93.9,169.7,411.8,12.3,23.4,40,6.3,0.0,0.0
7.096298161480574,6.223708738301032,jul,wed,91.2,183.1,437.7,12.5,12.6,90,7.6,0.2,0.0
6.730077300486327,4.087292439748003,jul,sat,91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0
7.669177279150756,4.320046393001864,jul,sat,91.6,104.2,474.9,9.0,24.2,32,1.8,0.0,0.0
6.51942795639612,3.8894189709170424,jul,sat,91.6,104.2,474.9,9.0,24.3,30,1.8,0.0,0.0
1.9573730953607795,4.970638632138667,jul,sat,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0
9.908111137731558,4.73246968356665,jul,sat,91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,8.0
4.362008116744787,4.796215887446028,jul,fri,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,2.64
7.101310657020226,6.222087559852789,jul,tue,93.1,180.4,430.8,11.0,26.9,28,5.4,0.0,86.45
8.043455357233672,5.8961868354311955,jul,tue,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,6.57
6.276248517290618,5.210984567474894,jun,sun,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0
6.047229809957665,4.826205250780539,jun,sun,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9
8.08532924740323,4.7634739216475435,jun,sun,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0
8.759909701070054,5.653597019139586,jun,wed,91.2,147.8,377.2,12.7,19.6,43,4.9,0.0,0.0
6.572577060974057,4.310208765549287,jun,sat,53.4,71.0,233.8,0.4,10.6,90,2.7,0.0,0.0
5.35053656377938,4.550654125615849,jun,mon,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,0.0
5.964188544670238,5.202923376099571,jun,mon,90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,3.52
3.3820626814414116,5.517857580089247,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0
2.9164357221352692,6.196012295818587,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0
5.137350879273519,4.607898393153811,may,sat,85.1,28.0,113.8,3.5,11.3,94,4.9,0.0,0.0
-0.3413676243182264,3.8596438052472504,sep,sun,89.6,84.1,714.3,5.7,19.0,52,2.2,0.0,0.0
6.892924032190168,4.375261653796612,sep,sun,89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,0.41
2.9778262652990852,4.0489973770478,sep,sun,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18
1.4081263028201292,3.9059885580785374,sep,sun,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0
3.163033875786284,3.8618366874139634,sep,sun,92.4,105.8,758.1,9.9,24.9,27,2.2,0.0,0.0
6.580855703772433,3.6786481752743283,sep,sun,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0
5.804665386029861,2.2350780243706296,sep,sun,92.4,105.8,758.1,9.9,24.8,28,1.8,0.0,14.29
1.6685457326900297,3.9095086866707374,sep,sun,50.4,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0
5.2332047138113555,4.939465735559699,sep,wed,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0
3.8573989039980643,3.485208180285342,sep,wed,92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,1.58
3.0657496831346167,3.804645454807356,sep,wed,91.2,134.7,817.5,7.2,18.5,30,2.7,0.0,0.0
3.306025070783123,5.626904353396288,sep,thu,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0
4.543533692561902,3.483693236418671,sep,thu,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78
5.753932660759118,5.003863182078553,sep,thu,92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0.0
4.774912761551344,3.1968403245073613,sep,thu,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,4.41
5.974249589643164,3.118457618001081,sep,thu,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36
1.3417183835913966,4.445101067350043,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,7.21
6.31603309126023,4.663371937687104,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1.01
2.9846167168082114,4.503036870739758,sep,thu,90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,2.18
5.805074385501146,4.647304495357687,sep,thu,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,4.42
1.1617385765007162,3.6046964520003826,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0
4.895517353962452,4.741211442916375,sep,sat,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0
5.908682046943764,4.416556746796953,sep,sat,92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0.0
6.1875165438476785,4.985090106654514,sep,sat,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0
4.202409981229257,2.6081109925238293,sep,sat,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33
3.4072580208114625,3.093281988831912,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,6.58
7.0279202973613835,3.342309573213061,sep,sat,91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,15.64
3.9236434270883986,3.6022112829584305,sep,sat,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22
1.413810984970566,2.982807514378763,sep,mon,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,2.13
2.4549563545283366,3.579999203560142,sep,mon,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0
4.2745221576753,3.688067091374694,sep,mon,91.6,108.4,764.0,6.2,9.8,86,1.8,0.0,0.0
7.005417197791392,4.208017944561348,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0
6.539167794874591,3.8625784775821455,sep,mon,91.6,108.4,764.0,6.2,23.0,34,2.2,0.0,56.04
8.03300281787664,6.986271919154644,sep,mon,91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,7.48
0.9602396643824853,3.6434220475286514,sep,mon,91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,1.47
2.1178729542294246,5.45198810967784,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,3.93
8.763469589988334,6.538753876197015,sep,mon,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0
6.4990675409570215,2.6860921209477993,sep,mon,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0
8.029204808182886,6.672470167766017,sep,mon,91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,2.18
5.595495274883982,2.7816869934630923,sep,mon,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,6.1
1.680904546675744,1.7154231232126527,sep,mon,91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,5.83
0.9914215576637996,3.7360485028477397,sep,mon,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,28.19
5.2853335624598365,4.967619795173011,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,0.0
2.082902250660686,5.12439177646698,sep,fri,92.1,99.0,745.3,9.6,17.4,57,4.5,0.0,0.0
5.476861797508055,3.596695719939177,sep,fri,92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,1.64
5.094231370581249,3.849286601400022,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,3.71
3.048915516791338,4.1632611701672975,sep,fri,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31
7.775040756763724,4.6133326236813,sep,fri,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03
5.907221115262036,3.611653972690208,sep,fri,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1.72
6.875915770687915,3.9320422686734036,sep,fri,92.1,99.0,745.3,9.6,18.7,50,2.2,0.0,5.97
3.7680877392190646,2.96010469399259,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,13.06
4.127270783024537,3.5334433256849525,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1.26
6.135722391290699,3.5478963426422045,sep,fri,92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0.0
5.4449871481614,2.819583416472371,sep,fri,92.5,122.0,789.7,10.2,19.7,39,2.7,0.0,0.0
1.292109621243076,3.1736736678595037,sep,fri,92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,8.12
6.002539597899309,5.78361782271625,sep,fri,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,1.09
4.756531335030054,2.7780186561294364,sep,fri,92.5,122.0,789.7,10.2,17.3,45,4.0,0.0,3.94
6.764266961149369,3.5363683961645185,sep,fri,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52
3.9044531697037503,2.4225915751592373,sep,tue,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,2.93
5.740698326252727,5.4182331967249935,sep,tue,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,5.65
7.024890015959616,5.4047118247422015,sep,tue,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,20.03
4.067724679480066,5.413863147841973,sep,tue,91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,1.75
4.559544856661372,4.410323756530192,sep,tue,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0
5.83025623130019,4.7719853826253535,sep,sat,91.2,94.3,744.4,8.4,16.8,47,4.9,0.0,12.64
5.008486100196403,4.182402694973124,sep,sun,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,0.0
7.137705734987353,3.4084862483940483,sep,sun,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,11.06
2.48842147933045,3.779731452451525,jul,wed,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0
4.974385471218747,5.145536429320835,aug,sun,92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0
4.701467360372851,3.8359902856289008,aug,thu,94.8,222.4,698.6,13.9,20.3,42,2.7,0.0,0.0
6.283460828109524,5.635414234021949,sep,fri,90.3,290.0,855.3,7.4,10.3,78,4.0,0.0,18.3
6.063342519909483,4.47112989890891,sep,sat,91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,39.35
7.997784965233288,5.135639127882265,aug,mon,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0
2.241655962818052,1.3853042167523868,aug,sat,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,174.63
7.274526661381776,5.158186494241873,mar,thu,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0
3.6269537375606102,5.11857403501262,jan,sun,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,0.0
4.735766652445441,4.043692157254685,jul,wed,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,7.73
8.180905342985785,6.731125382886116,aug,thu,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33
7.748898639134419,6.204318592657267,aug,wed,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86
8.479961565828813,6.181201045364793,aug,thu,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,42.87
8.32036275129167,4.009489802667081,aug,sat,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,12.18
0.7930369766861785,3.4594925269691377,aug,sun,91.6,181.3,613.0,7.6,20.9,50,2.2,0.0,16.0
2.2656529914253434,4.894454371221865,sep,sun,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,24.59
4.541388247766894,5.233852354492638,mar,thu,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0
5.772517625123991,3.5484032769513982,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74
7.274827974418787,3.801621942406121,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0
7.134432120531534,4.6994879350614704,feb,mon,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,9.96
8.468815369164325,5.855454455484437,sep,fri,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,30.18
0.6976430356513983,3.2663824754788315,sep,sun,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,70.76
1.4264123726078255,3.7520822964274805,mar,tue,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0.0
6.672159795395141,5.384867136435049,feb,mon,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0
3.8100139209892676,4.6654105605059675,feb,sun,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,51.78
4.65407503462256,2.486456542818777,sep,sun,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64
4.8396505726415,6.003106714004988,aug,sun,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,3.63
1.6456200191254933,2.340362321239727,aug,sat,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0
8.31066032531938,3.9980045216209747,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0
9.138665725650549,5.188267151586298,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16
2.8873623707419602,3.8362371568658036,sep,thu,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95
8.903053963573392,8.494179831065013,aug,fri,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0.0
7.40963411672897,6.426864838728409,aug,thu,90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0
1.5822083332954935,3.9291093247343625,sep,wed,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,6.04
2.21562348212845,1.4560519334778483,aug,tue,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0
6.127837242984198,5.7434246732497884,sep,sat,87.1,291.3,860.6,4.0,17.0,67,4.9,0.0,3.95
4.1687494440377515,4.596350790957303,feb,sat,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0
3.206990463615134,3.514707718351393,sep,fri,90.3,290.0,855.3,7.4,19.9,44,3.1,0.0,7.8
0.8684511414155781,3.955350496490574,jul,tue,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0.0
6.167655259283348,2.7971390827963516,feb,fri,84.1,7.3,52.8,2.7,14.7,42,2.7,0.0,0.0
7.298289167133926,4.034030876351919,feb,fri,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62
8.128314707875765,3.446952443379522,jul,mon,92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,1.63
7.3147287996162635,4.380651768120043,aug,sat,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0
4.5447625450857245,4.450500554836634,aug,sun,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0.0
7.373716738432378,7.059869606037085,aug,thu,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,746.28
6.123157825127765,3.799088925530127,jul,tue,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02
5.913239475177264,4.91977447338596,mar,wed,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0
1.9834484223181756,4.682681148713147,aug,sun,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,2.44
1.857773735311838,5.192720005024533,aug,sun,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05
7.354845104574984,7.978406342391809,aug,wed,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76
1.8783753296339363,4.393185867113591,aug,wed,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0
7.5798420145545,5.517584317952551,jul,sun,88.9,263.1,795.9,5.2,29.3,27,3.6,0.0,6.3
0.7813067753749698,2.9670376178108184,sep,sat,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72
8.031628589204267,5.889226500929513,aug,sat,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,4.96
0.9601953452947953,1.9978354569425263,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0
6.638590844419357,5.764018382548935,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0
1.5302242386471312,3.5839174558963376,aug,mon,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35
1.1176794198284674,3.12769827067481,aug,thu,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0
2.7176515859199397,3.7374678902581264,aug,sun,91.6,181.3,613.0,7.6,24.6,44,4.0,0.0,3.2
6.637481170031979,3.6218169821651403,sep,thu,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,0.0
0.5610614046924349,2.269412794063456,aug,sat,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36
8.196156507369823,6.387094387009664,aug,thu,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0
1.658229018101645,3.7900080702168184,aug,sun,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,15.34
0.5811205858525439,3.963293541399931,aug,fri,90.6,269.8,811.2,5.5,22.2,45,3.6,0.0,0.0
2.112346193624873,4.118818902606409,jul,sat,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0.0
8.365646454122647,6.257352939136331,aug,mon,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.54
8.12420159940105,5.880494360142422,aug,sat,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0
1.5165489838935495,5.1716777479975,aug,sat,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,6.43
0.47308528956223783,2.578129824355945,sep,fri,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33
5.216205334946048,3.847970324130704,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,0.0
7.433350438336678,5.984611709576178,aug,mon,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23
6.329955183047718,4.590382140052813,apr,mon,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,3.35
1.1732520048174258,1.9902581670301365,jul,fri,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0
2.297871469179037,5.384606669388487,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,9.96
5.3158964985061905,4.456947087949803,aug,sun,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0
6.520368367427322,4.54414124036315,aug,sun,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0
3.295722611987425,4.200688172323764,mar,wed,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0
7.1721351593316145,4.283006363043596,sep,wed,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,0.0
6.930747276631233,4.314806088531765,aug,sun,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0
4.651359387953104,5.745433757143411,aug,wed,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,6.43
0.3485720118723755,4.832814598581239,aug,fri,90.5,196.8,649.9,16.3,11.8,88,4.9,0.0,9.71
7.837876602249924,3.879825609818846,aug,mon,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0
4.086884745276098,4.622693511550756,aug,thu,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0
2.829535434785117,3.700128170109283,aug,thu,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0
3.1269236819473147,3.604514458682863,jul,mon,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0.0
1.9342844493041271,3.722536358511846,aug,thu,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0
0.4541318171921631,4.230406354250898,aug,wed,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,82.75
7.770857584482498,5.724081443668089,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,3.32
7.023781146080693,3.424947748967868,aug,sat,91.6,273.8,819.1,7.7,15.5,72,8.0,0.0,1.94
1.5112693909892891,4.91056512257791,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
8.101879752913552,7.20062768252479,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
0.8612996942834737,4.230973199658684,sep,sun,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,3.71
6.591471796600325,4.7635304899639275,feb,tue,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,5.39
6.201948821162349,4.036868788212343,feb,tue,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,2.14
1.439801940533608,1.3509908231440189,feb,sat,79.5,3.6,15.3,1.8,4.6,59,0.9,0.0,6.84
6.207461015355367,5.687945643442013,mar,mon,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,3.18
2.934931231036802,4.6525129518466555,mar,wed,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,5.55
5.896612067284374,5.149183929140597,mar,thu,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,6.61
6.060035455073624,4.273374190154478,apr,sun,91.0,14.6,25.6,12.3,13.7,33,9.4,0.0,61.13
4.660543400436586,4.18378042570391,apr,sun,91.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0.0
3.7193987899796825,3.653465510286999,may,fri,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48
7.915332165672691,3.802567824993064,jun,mon,88.2,96.2,229.0,4.7,14.3,79,4.0,0.0,1.94
8.531035299833363,4.024310601022873,jun,sat,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,70.32
4.364539389741997,2.6318520884828827,jun,thu,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,10.08
2.03973555280878,4.752921247515662,jun,thu,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,3.19
4.192927152417429,3.9020424776403795,jul,thu,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,1.76
3.386633086282195,3.828326767635052,jul,sun,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,7.36
7.209052344976395,3.7976464830127505,jul,sun,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21
6.956271992015712,3.7911651097456973,jul,mon,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,278.53
8.28576603560973,9.549544064715084,jul,thu,93.2,114.4,560.0,9.5,30.2,25,4.5,0.0,2.75
4.276612790617511,3.466125845202603,jul,thu,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0
2.9500895353516063,3.777701246779437,aug,sun,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,1.29
8.511407110357073,6.520737018858881,aug,sun,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0
2.254429479749872,4.911730218042227,aug,sun,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,26.43
1.0390819549009993,4.2668237139644924,aug,mon,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,2.07
5.689485254485416,3.325504908681837,aug,tue,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,2.0
4.771248387497712,2.923544292571861,aug,tue,95.1,141.3,605.8,17.7,26.4,34,3.6,0.0,16.4
3.6255309378825675,4.115352513027095,aug,tue,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,46.7
2.623532574444165,3.494283963968532,aug,wed,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0
3.034643432983584,5.195971395835906,aug,wed,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0
